file,type,length,modification,result
777,Rock,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":1.6279997825623,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:12"",""custom_files"":[{""Title"":""Relaxing"",""Artist"":""Glove Compartment"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4500,""play_offset_ms"":4720,""Album"":""Quickies"",""bucket_id"":""22150"",""duration_ms"":29640,""acrid"":""421d292aa0567dc8b9e5b086abf53e9d"",""title"":""000777.mp3.db"",""score"":100}]},""result_type"":0}
"
814,Folk,5,original,"{""cost_time"":0.29099988937378,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:13"",""custom_files"":[{""db_end_time_offset_ms"":4620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4620,""play_offset_ms"":4740,""title"":""000814.mp3.db"",""Album"":""Hall of Fame"",""acrid"":""6254040669d82400bb7110076179b346"",""Title"":""Motion Passings"",""Artist"":""Hall of Fame"",""score"":100,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""duration_ms"":29700,""bucket_id"":""22150"",""db_begin_time_offset_ms"":0}]}}
"
821,Pop,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:14"",""custom_files"":[{""Track Number"":"""",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4120,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4120,""play_offset_ms"":4560,""score"":100,""Artist"":""Hecuba"",""Album"":""Sir 12\"" EP"",""title"":""000821.mp3.db"",""Comment"":"""",""Title"":""Sir"",""Genre"":""Pop"",""acrid"":""e7117311dc937bb577036820657ac3cb"",""bucket_id"":""22150"",""duration_ms"":29680}]},""result_type"":0,""cost_time"":0.28199982643127,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
822,Pop,5,original,"{""cost_time"":0.66199994087219,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4280,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4280,""play_offset_ms"":4620,""Comment"":"""",""Track Number"":"""",""Genre"":""Pop"",""acrid"":""8c52ed35213d01c00af5143536982bb5"",""score"":100,""Artist"":""Hecuba"",""title"":""000822.mp3.db"",""Title"":""Tom & Jerry"",""bucket_id"":""22150"",""Album"":""Sir 12\"" EP"",""duration_ms"":29600,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:35:16""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
825,Rock,5,original,"{""cost_time"":0.94700002670288,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4560,""play_offset_ms"":4740,""acrid"":""af594071fea28c9652a150fa29ffe456"",""Title"":""Death March"",""Artist"":""Here Comes A Big Black Cloud!!"",""Album"":""Pompeii"",""Comment"":"""",""Track Number"":"""",""score"":100,""title"":""000825.mp3.db"",""Genre"":""Rock"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:35:17""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
853,International,5,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":0.97499990463257,""metadata"":{""custom_files"":[{""Title"":""Welsinsni Melodyi"",""Artist"":""Hutzl Ukranian Ensemble"",""Comment"":"""",""Track Number"":"""",""Genre"":""International"",""duration_ms"":29740,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4380,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4380,""play_offset_ms"":4720,""Album"":""Black Mirror: Reflections In Global Musics (1915-1955)"",""title"":""000853.mp3.db"",""bucket_id"":""22150"",""acrid"":""0cd04127170e9f16820e8a19fa844771""}],""timestamp_utc"":""2024-06-11 19:35:19""}}
"
890,Free Folk,5,original,"{""cost_time"":0.2739999294281,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:20"",""custom_files"":[{""db_end_time_offset_ms"":4480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4480,""play_offset_ms"":4720,""Comment"":"""",""title"":""000890.mp3.db"",""Genre"":""Free Folk"",""acrid"":""f496874d29a745949634b759b212782b"",""score"":100,""duration_ms"":29700,""bucket_id"":""22150"",""Title"":""Softly Tomorrow"",""Artist"":""Ilyas Ahmed"",""Album"":""Century of Moonlight"",""Track Number"":"""",""db_begin_time_offset_ms"":0}]}}
"
892,Free Folk,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:21"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4580,""play_offset_ms"":4720,""score"":100,""Title"":""Phantom Sky"",""Artist"":""Ilyas Ahmed"",""Comment"":"""",""Track Number"":"""",""Genre"":""Free Folk"",""title"":""000892.mp3.db"",""Album"":""The Vertigo of Dawn"",""acrid"":""8237d5b8738387885b4f64208fb60ae1"",""bucket_id"":""22150"",""duration_ms"":29700}]},""cost_time"":0.29499983787537,""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
897,Noise,5,original,"{""cost_time"":0.28699994087219,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:22"",""custom_files"":[{""db_end_time_offset_ms"":4620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4620,""play_offset_ms"":4720,""title"":""000897.mp3.db"",""Album"":""White Hymn"",""Title"":""02"",""Artist"":""Infinite Body"",""acrid"":""e42c9c7716c58a8487db206928b4a67c"",""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""score"":100,""duration_ms"":29660,""bucket_id"":""22150"",""db_begin_time_offset_ms"":0}]}}
"
993,Rock,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:35:25"",""custom_files"":[{""Title"":""Or So I've Been Told"",""Artist"":""Jad Fair and Jason Willett"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""db_end_time_offset_ms"":4480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4480,""play_offset_ms"":4700,""bucket_id"":""22150"",""duration_ms"":29740,""acrid"":""accc08a1716403bb2eecfea2f2444164"",""title"":""000993.mp3.db"",""Album"":""The Sounds of Megaphone Unlimited"",""db_begin_time_offset_ms"":0,""score"":100}]},""result_type"":0,""cost_time"":1.835000038147}
"
995,Noise,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:35:27"",""custom_files"":[{""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4480,""play_offset_ms"":4720,""bucket_id"":""22150"",""duration_ms"":29740,""acrid"":""bc59b8bb86502bcb4526a62365f64500"",""Album"":""The Death of Patience"",""Title"":""No Good Deed Goes Unpunished"",""title"":""000995.mp3.db"",""Artist"":""Kevin Shields""}]},""cost_time"":1.4749999046326,""result_type"":0}
"
997,Noise,5,original,"{""cost_time"":1.5480000972748,""result_type"":0,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4600,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4600,""play_offset_ms"":4720,""Title"":""Nothing's Ever Ending"",""Artist"":""Kevin Shields"",""Album"":""The Death of Patience"",""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""score"":100,""title"":""000997.mp3.db"",""acrid"":""a5edc861f2e689512f69798b110cd695"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:35:29""},""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
998,Noise,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:35:31"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4580,""Album"":""The Death of Patience"",""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""16ce5a10cf8950c6df7add5849d3b9b7"",""title"":""000998.mp3.db"",""Title"":""Apparently"",""play_offset_ms"":4720,""Artist"":""Kevin Shields""}]},""result_type"":0,""cost_time"":1.4830000400543}
"
1039,Other,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":1.2149999141693,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:33"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4580,""sample_begin_time_offset_ms"":0,""Title"":""13 Monsters"",""play_offset_ms"":4740,""Artist"":""Lightning Bolt"",""Album"":""Ride the Skies"",""Track Number"":"""",""Genre"":""Other"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""3b477aa9ea9861736e1c37e46c4cee58"",""title"":""001039.mp3.db"",""sample_end_time_offset_ms"":4580,""Comment"":""""}]},""result_type"":0}
"
1040,Rock,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:35:35"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4520,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4520,""Album"":""Wonderful Rainbow"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""521b5938a301a691d9b0701ec89d8a90"",""title"":""001040.mp3.db"",""Artist"":""Lightning Bolt"",""play_offset_ms"":4720,""Title"":""Dracula Mountain""}]},""result_type"":0,""cost_time"":1.260999917984}
"
1066,Electronic,5,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:37"",""custom_files"":[{""Album"":""Norteñas"",""title"":""001066.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4400,""Title"":""Helicopter de Cristal"",""acrid"":""4e5ef8bf5e52fef7de0610de8b15790d"",""play_offset_ms"":4740,""Comment"":"""",""Track Number"":"""",""Genre"":""Electronic"",""sample_begin_time_offset_ms"":0,""bucket_id"":""22150"",""duration_ms"":29740,""Artist"":""Lucky Dragons"",""score"":100,""sample_end_time_offset_ms"":4400}]},""cost_time"":0.90000009536743}
"
1069,Electronic,5,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.470999956131,""metadata"":{""custom_files"":[{""acrid"":""c8ed65f4935202035eaa49981facea98"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4360,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4360,""play_offset_ms"":4740,""Artist"":""Lucky Dragons"",""Comment"":"""",""Track Number"":"""",""Genre"":""Electronic"",""Album"":""Norteñas"",""title"":""001069.mp3.db"",""Title"":""Un Lagrima en la Discoteca""}],""timestamp_utc"":""2024-06-11 19:35:39""}}
"
1073,Electronic,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:40"",""custom_files"":[{""Comment"":"""",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4340,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4340,""play_offset_ms"":4720,""score"":100,""Album"":""Norteñas"",""title"":""001073.mp3.db"",""acrid"":""b86479f4e57986c21e8a753b9f8cd432"",""Genre"":""Electronic"",""Title"":""Onda Tocadisco"",""Track Number"":"""",""Artist"":""Lucky Dragons"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.30599999427795,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1075,Electronic,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:35:42"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4620,""Album"":""Norteñas"",""Comment"":"""",""Track Number"":"""",""Genre"":""Electronic"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""861b9519bbd48925a1502d56b88bbf03"",""title"":""001075.mp3.db"",""Title"":""Painful Corazon"",""play_offset_ms"":4720,""Artist"":""Lucky Dragons""}]},""result_type"":0,""cost_time"":0.64100003242493}
"
1082,International,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:43"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4440,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4440,""play_offset_ms"":4740,""score"":100,""Title"":""Nam Nhi-tu"",""Artist"":""M. Nguyen Van Minh-Con"",""Comment"":"""",""Track Number"":"""",""Genre"":""International"",""title"":""001082.mp3.db"",""acrid"":""985229a87db9d311ebb572b6f2992957"",""Album"":""Black Mirror: Reflections In Global Musics (1915-1955)"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.25499987602234,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1083,Avant-Garde,5,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.1640000343323,""metadata"":{""custom_files"":[{""acrid"":""b94bef8197788af912bcb185b6670c43"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4620,""play_offset_ms"":4740,""Album"":""High Beams"",""Title"":""Feasting on Energy"",""Artist"":""Magic Lantern"",""Comment"":"""",""Track Number"":"""",""Genre"":""Avant-Garde"",""title"":""001083.mp3.db""}],""timestamp_utc"":""2024-06-11 19:35:44""}}
"
1087,Rock,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:45"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4480,""play_offset_ms"":4720,""Title"":""Tell The Police The Truth"",""score"":100,""Album"":""Kontpab"",""title"":""001087.mp3.db"",""Artist"":""Mahjongg"",""Genre"":""Rock"",""acrid"":""c9103c3890ec921f7f8dc3057e44c485"",""Comment"":"""",""Track Number"":"""",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.27799987792969,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1102,Rock,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:46"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4580,""play_offset_ms"":4720,""score"":100,""Album"":""Opulence"",""Genre"":""Rock"",""title"":""001102.mp3.db"",""bucket_id"":""22150"",""Artist"":""Mary Halvorson and Weasel Walter"",""acrid"":""a86dabe61580c62ee107978f9700a223"",""Title"":""Rare Vodka from the Fourteenth Century"",""Comment"":"""",""Track Number"":"""",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.29400014877319,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1193,Folk,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:47"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4540,""play_offset_ms"":4720,""score"":100,""Album"":""Seven New Songs"",""Artist"":""Mount Eerie"",""title"":""001193.mp3.db"",""Genre"":""Folk"",""Track Number"":"""",""acrid"":""480bdca956f9c81c0f82cb4d1ea4b3f9"",""Comment"":"""",""Title"":""Wooly Mammoth's Absence"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.28200006484985,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1195,Folk,5,original,"{""cost_time"":0.73300004005432,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4560,""play_offset_ms"":4720,""Artist"":""Mount Eerie"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""acrid"":""e1ad4f9cc7c9dfc76b5213048e3d5386"",""Album"":""Seven New Songs"",""score"":100,""title"":""001195.mp3.db"",""Title"":""With My Hands Out"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:35:49""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1196,Folk,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:50"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4320,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4320,""play_offset_ms"":4720,""score"":100,""Title"":""2 Blonde Braids"",""Artist"":""Mount Eerie"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Seven New Songs"",""acrid"":""9e596b502bc5a083fd05dbf55619eaad"",""title"":""001196.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29740}]},""cost_time"":0.31699991226196,""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1197,Folk,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:35:52"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4600,""sample_begin_time_offset_ms"":0,""Title"":""My Burning"",""play_offset_ms"":4740,""Artist"":""Mount Eerie"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""duration_ms"":29640,""acrid"":""8be76143864e56b37270dacab3d5016f"",""Album"":""Seven New Songs"",""sample_end_time_offset_ms"":4600,""title"":""001197.mp3.db""}]},""cost_time"":0.91799998283386,""result_type"":0}
"
1249,Noise,5,original,"{""cost_time"":2.1690001487732,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4580,""play_offset_ms"":4720,""Title"":""\""Cleanse Bath\"" 10\"" Metal Laquer"",""Album"":""Hancut Record Transfers"",""Artist"":""Nautical Almanac"",""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""title"":""001249.mp3.db"",""score"":100,""acrid"":""85a6d2f0af9698f26406fe2ea3584e1d"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:35:55""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1259,Noise,5,original,"{""status"":{""msg"":""Success"",""code"":0,""version"":""1.0""},""result_type"":0,""cost_time"":0.87999987602234,""metadata"":{""timestamp_utc"":""2024-06-11 19:35:56"",""custom_files"":[{""title"":""001259.mp3.db"",""Album"":""Cover The Earth"",""Title"":""Rolling In The Green"",""Artist"":""Nautical Almanac"",""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""score"":100,""bucket_id"":""22150"",""acrid"":""54ce5ecd695b20cf2f248a0ad3eda6e9"",""duration_ms"":29700,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4100,""play_offset_ms"":4740,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4100}]}}
"
1270,Punk,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:35:57"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4480,""play_offset_ms"":4720,""score"":100,""Title"":""Cocksuckerbastardmotherfucker"",""Artist"":""Necropolis"",""Comment"":"""",""Track Number"":"""",""Genre"":""Punk"",""title"":""001270.mp3.db"",""Album"":""Workingman \/ Cocksuckerbastardmotherfucker 7\"""",""acrid"":""024369a68f3fcb6c1915227780bcc61c"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.33499979972839,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1276,Plunderphonic,5,original,"{""cost_time"":1.5009999275208,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4460,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4460,""play_offset_ms"":4720,""Title"":""Richard Nixon Died Today"",""Artist"":""Negativland"",""Comment"":"""",""Track Number"":"""",""Genre"":""Plunderphonic"",""Album"":""Thigmotactic"",""score"":100,""title"":""001276.mp3.db"",""acrid"":""01d0b7cbbc0732c853271c1f2606e115"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:36:00""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1277,Plunderphonic,5,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:36:01"",""custom_files"":[{""Album"":""No Business"",""title"":""001277.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4620,""sample_begin_time_offset_ms"":0,""acrid"":""8615045f08fb69eb5517aafab271a269"",""play_offset_ms"":4600,""Comment"":"""",""Track Number"":"""",""Genre"":""Plunderphonic"",""score"":100,""Artist"":""Negativland"",""bucket_id"":""22150"",""duration_ms"":29580,""Title"":""No Business"",""sample_end_time_offset_ms"":4620}]},""cost_time"":0.64800000190735}
"
1278,Audio Collage,5,original,"{""cost_time"":0.75799989700317,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4260,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4260,""play_offset_ms"":4700,""Title"":""Downloading"",""Artist"":""Negativland"",""acrid"":""ca05d084c68c226b0ef0272fe27838ee"",""Comment"":"""",""Track Number"":"""",""Genre"":""Audio Collage"",""Album"":""No Business"",""score"":100,""title"":""001278.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:36:02""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1417,Rock,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:36:04"",""custom_files"":[{""Title"":""Guns of Thunder"",""Artist"":""Pierced Arrows"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4440,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4440,""play_offset_ms"":4720,""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""3924cf556db5e6357b1611073c4d6048"",""title"":""001417.mp3.db"",""Album"":""Pierced Arrows""}]},""result_type"":0,""cost_time"":0.94199991226196}
"
1427,Rock,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:36:06"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4540,""Album"":""Painted Shadows"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""bucket_id"":""22150"",""duration_ms"":29740,""acrid"":""df53dd85822b1730aa1a7314ba9b8e47"",""title"":""001427.mp3.db"",""Title"":""I Feel Evils"",""play_offset_ms"":4720,""Artist"":""Plastic Crimewave Sound""}]},""result_type"":0,""cost_time"":0.71800017356873}
"
1443,Drone,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":1.3650000095367,""metadata"":{""timestamp_utc"":""2024-06-11 19:36:08"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4500,""play_offset_ms"":4720,""Album"":""Bored Fortress Single Series Split w. Charalambides"",""Title"":""Time Fist"",""Artist"":""Pocahaunted"",""bucket_id"":""22150"",""duration_ms"":29700,""Track Number"":"""",""Genre"":""Drone"",""acrid"":""6a761273d473263ccf24e845f45e4b9c"",""title"":""001443.mp3.db"",""Comment"":""""}]},""result_type"":0}
"
1482,Electronic,5,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:36:09"",""custom_files"":[{""acrid"":""f8b590fd4ce642f361e74a8a32d63d6d"",""db_end_time_offset_ms"":4220,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4220,""play_offset_ms"":4720,""score"":100,""Album"":""Vectors"",""Title"":""Reindeer Dance"",""title"":""001482.mp3.db"",""Artist"":""Rainbro"",""db_begin_time_offset_ms"":0,""bucket_id"":""22150"",""Comment"":"""",""Track Number"":"""",""Genre"":""Electronic"",""duration_ms"":29640}]},""result_type"":0,""cost_time"":0.31500005722046,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
1510,Noise,5,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.63700008392334,""metadata"":{""timestamp_utc"":""2024-06-11 19:36:10"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":4600,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4600,""play_offset_ms"":4720,""Album"":""They Lured Us Into the Basement"",""Title"":""Zombie"",""bucket_id"":""22150"",""duration_ms"":29640,""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""title"":""001510.mp3.db"",""Artist"":""Ric Royer & G. Lucas Crane"",""acrid"":""44847e81151a31323b4c54bf91c91cf8""}]},""result_type"":0}
"
1544,Folk,5,original,"{""cost_time"":1,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":4540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":4540,""play_offset_ms"":4740,""acrid"":""31b91ddb9253cbc4f65f3e33362f680e"",""Title"":""Song of The Stations"",""Album"":""In The Valley"",""Artist"":""Samara Lubelski"",""score"":100,""Track Number"":"""",""Genre"":""Folk"",""Comment"":"""",""title"":""001544.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:36:12""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
